Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001
"06001420500","14000US06001420500","Census Tract 4205","Census Tract 4205, Alameda County, California","ca","140","00","ACSSF","0002814",,,,,"06","001",,,,"420500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2557
"06001420600","14000US06001420600","Census Tract 4206","Census Tract 4206, Alameda County, California","ca","140","00","ACSSF","0002815",,,,,"06","001",,,,"420600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3436
"06001421100","14000US06001421100","Census Tract 4211","Census Tract 4211, Alameda County, California","ca","140","00","ACSSF","0002816",,,,,"06","001",,,,"421100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084
"06001421200","14000US06001421200","Census Tract 4212","Census Tract 4212, Alameda County, California","ca","140","00","ACSSF","0002817",,,,,"06","001",,,,"421200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3594
"06001421300","14000US06001421300","Census Tract 4213","Census Tract 4213, Alameda County, California","ca","140","00","ACSSF","0002818",,,,,"06","001",,,,"421300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3873
"06001421400","14000US06001421400","Census Tract 4214","Census Tract 4214, Alameda County, California","ca","140","00","ACSSF","0002819",,,,,"06","001",,,,"421400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634
"06001421500","14000US06001421500","Census Tract 4215","Census Tract 4215, Alameda County, California","ca","140","00","ACSSF","0002820",,,,,"06","001",,,,"421500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3694
"06001421600","14000US06001421600","Census Tract 4216","Census Tract 4216, Alameda County, California","ca","140","00","ACSSF","0002821",,,,,"06","001",,,,"421600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3617
"06001421700","14000US06001421700","Census Tract 4217","Census Tract 4217, Alameda County, California","ca","140","00","ACSSF","0002822",,,,,"06","001",,,,"421700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3492
"06001421800","14000US06001421800","Census Tract 4218","Census Tract 4218, Alameda County, California","ca","140","00","ACSSF","0002823",,,,,"06","001",,,,"421800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144
"06001421900","14000US06001421900","Census Tract 4219","Census Tract 4219, Alameda County, California","ca","140","00","ACSSF","0002824",,,,,"06","001",,,,"421900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4171
"06001422000","14000US06001422000","Census Tract 4220","Census Tract 4220, Alameda County, California","ca","140","00","ACSSF","0002825",,,,,"06","001",,,,"422000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2156
"06001422100","14000US06001422100","Census Tract 4221","Census Tract 4221, Alameda County, California","ca","140","00","ACSSF","0002826",,,,,"06","001",,,,"422100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3073
"06001422200","14000US06001422200","Census Tract 4222","Census Tract 4222, Alameda County, California","ca","140","00","ACSSF","0002827",,,,,"06","001",,,,"422200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3237
"06001422300","14000US06001422300","Census Tract 4223","Census Tract 4223, Alameda County, California","ca","140","00","ACSSF","0002828",,,,,"06","001",,,,"422300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3643
"06001422400","14000US06001422400","Census Tract 4224","Census Tract 4224, Alameda County, California","ca","140","00","ACSSF","0002829",,,,,"06","001",,,,"422400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4487
"06001422500","14000US06001422500","Census Tract 4225","Census Tract 4225, Alameda County, California","ca","140","00","ACSSF","0002830",,,,,"06","001",,,,"422500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400
"06001422600","14000US06001422600","Census Tract 4226","Census Tract 4226, Alameda County, California","ca","140","00","ACSSF","0002831",,,,,"06","001",,,,"422600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043
"06001422700","14000US06001422700","Census Tract 4227","Census Tract 4227, Alameda County, California","ca","140","00","ACSSF","0002832",,,,,"06","001",,,,"422700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5266
"06001422800","14000US06001422800","Census Tract 4228","Census Tract 4228, Alameda County, California","ca","140","00","ACSSF","0002833",,,,,"06","001",,,,"422800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9064
"06001422900","14000US06001422900","Census Tract 4229","Census Tract 4229, Alameda County, California","ca","140","00","ACSSF","0002834",,,,,"06","001",,,,"422900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5761
"06001423000","14000US06001423000","Census Tract 4230","Census Tract 4230, Alameda County, California","ca","140","00","ACSSF","0002835",,,,,"06","001",,,,"423000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4962
"06001423100","14000US06001423100","Census Tract 4231","Census Tract 4231, Alameda County, California","ca","140","00","ACSSF","0002836",,,,,"06","001",,,,"423100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4413
"06001423200","14000US06001423200","Census Tract 4232","Census Tract 4232, Alameda County, California","ca","140","00","ACSSF","0002837",,,,,"06","001",,,,"423200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2982
"06001423300","14000US06001423300","Census Tract 4233","Census Tract 4233, Alameda County, California","ca","140","00","ACSSF","0002838",,,,,"06","001",,,,"423300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3504
"06001423400","14000US06001423400","Census Tract 4234","Census Tract 4234, Alameda County, California","ca","140","00","ACSSF","0002839",,,,,"06","001",,,,"423400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5163
"06001423500","14000US06001423500","Census Tract 4235","Census Tract 4235, Alameda County, California","ca","140","00","ACSSF","0002840",,,,,"06","001",,,,"423500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3426
"06001423601","14000US06001423601","Census Tract 4236.01","Census Tract 4236.01, Alameda County, California","ca","140","00","ACSSF","0002841",,,,,"06","001",,,,"423601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2671
"06001423602","14000US06001423602","Census Tract 4236.02","Census Tract 4236.02, Alameda County, California","ca","140","00","ACSSF","0002842",,,,,"06","001",,,,"423602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528
"06001423700","14000US06001423700","Census Tract 4237","Census Tract 4237, Alameda County, California","ca","140","00","ACSSF","0002843",,,,,"06","001",,,,"423700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4148
"06001423800","14000US06001423800","Census Tract 4238","Census Tract 4238, Alameda County, California","ca","140","00","ACSSF","0002844",,,,,"06","001",,,,"423800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2986
"06001423901","14000US06001423901","Census Tract 4239.01","Census Tract 4239.01, Alameda County, California","ca","140","00","ACSSF","0002845",,,,,"06","001",,,,"423901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2054
"06001423902","14000US06001423902","Census Tract 4239.02","Census Tract 4239.02, Alameda County, California","ca","140","00","ACSSF","0002846",,,,,"06","001",,,,"423902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605
"06001424001","14000US06001424001","Census Tract 4240.01","Census Tract 4240.01, Alameda County, California","ca","140","00","ACSSF","0002847",,,,,"06","001",,,,"424001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4027
"06001424002","14000US06001424002","Census Tract 4240.02","Census Tract 4240.02, Alameda County, California","ca","140","00","ACSSF","0002848",,,,,"06","001",,,,"424002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2583
"06001425101","14000US06001425101","Census Tract 4251.01","Census Tract 4251.01, Alameda County, California","ca","140","00","ACSSF","0002849",,,,,"06","001",,,,"425101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659
"06001425102","14000US06001425102","Census Tract 4251.02","Census Tract 4251.02, Alameda County, California","ca","140","00","ACSSF","0002850",,,,,"06","001",,,,"425102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3906
"06001425103","14000US06001425103","Census Tract 4251.03","Census Tract 4251.03, Alameda County, California","ca","140","00","ACSSF","0002851",,,,,"06","001",,,,"425103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795
"06001425104","14000US06001425104","Census Tract 4251.04","Census Tract 4251.04, Alameda County, California","ca","140","00","ACSSF","0002852",,,,,"06","001",,,,"425104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3539
"06001426100","14000US06001426100","Census Tract 4261","Census Tract 4261, Alameda County, California","ca","140","00","ACSSF","0002853",,,,,"06","001",,,,"426100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6521
"06001426200","14000US06001426200","Census Tract 4262","Census Tract 4262, Alameda County, California","ca","140","00","ACSSF","0002854",,,,,"06","001",,,,"426200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4796
"06001427100","14000US06001427100","Census Tract 4271","Census Tract 4271, Alameda County, California","ca","140","00","ACSSF","0002855",,,,,"06","001",,,,"427100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3975
"06001427200","14000US06001427200","Census Tract 4272","Census Tract 4272, Alameda County, California","ca","140","00","ACSSF","0002856",,,,,"06","001",,,,"427200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4180
"06001427300","14000US06001427300","Census Tract 4273","Census Tract 4273, Alameda County, California","ca","140","00","ACSSF","0002857",,,,,"06","001",,,,"427300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5346
"06001427600","14000US06001427600","Census Tract 4276","Census Tract 4276, Alameda County, California","ca","140","00","ACSSF","0002858",,,,,"06","001",,,,"427600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200
"06001427700","14000US06001427700","Census Tract 4277","Census Tract 4277, Alameda County, California","ca","140","00","ACSSF","0002859",,,,,"06","001",,,,"427700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5201
"06001427800","14000US06001427800","Census Tract 4278","Census Tract 4278, Alameda County, California","ca","140","00","ACSSF","0002860",,,,,"06","001",,,,"427800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4954
"06001427900","14000US06001427900","Census Tract 4279","Census Tract 4279, Alameda County, California","ca","140","00","ACSSF","0002861",,,,,"06","001",,,,"427900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5052
"06001428000","14000US06001428000","Census Tract 4280","Census Tract 4280, Alameda County, California","ca","140","00","ACSSF","0002862",,,,,"06","001",,,,"428000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2877
"06001428100","14000US06001428100","Census Tract 4281","Census Tract 4281, Alameda County, California","ca","140","00","ACSSF","0002863",,,,,"06","001",,,,"428100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4839
"06001428200","14000US06001428200","Census Tract 4282","Census Tract 4282, Alameda County, California","ca","140","00","ACSSF","0002864",,,,,"06","001",,,,"428200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6606
"06001428301","14000US06001428301","Census Tract 4283.01","Census Tract 4283.01, Alameda County, California","ca","140","00","ACSSF","0002865",,,,,"06","001",,,,"428301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7277
"06001428302","14000US06001428302","Census Tract 4283.02","Census Tract 4283.02, Alameda County, California","ca","140","00","ACSSF","0002866",,,,,"06","001",,,,"428302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7424
"06001428400","14000US06001428400","Census Tract 4284","Census Tract 4284, Alameda County, California","ca","140","00","ACSSF","0002867",,,,,"06","001",,,,"428400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4568
"06001428500","14000US06001428500","Census Tract 4285","Census Tract 4285, Alameda County, California","ca","140","00","ACSSF","0002868",,,,,"06","001",,,,"428500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3097
"06001428600","14000US06001428600","Census Tract 4286","Census Tract 4286, Alameda County, California","ca","140","00","ACSSF","0002869",,,,,"06","001",,,,"428600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3454
"06001428700","14000US06001428700","Census Tract 4287","Census Tract 4287, Alameda County, California","ca","140","00","ACSSF","0002870",,,,,"06","001",,,,"428700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4472
"06001430101","14000US06001430101","Census Tract 4301.01","Census Tract 4301.01, Alameda County, California","ca","140","00","ACSSF","0002871",,,,,"06","001",,,,"430101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6842
"06001430102","14000US06001430102","Census Tract 4301.02","Census Tract 4301.02, Alameda County, California","ca","140","00","ACSSF","0002872",,,,,"06","001",,,,"430102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2424
"06001430200","14000US06001430200","Census Tract 4302","Census Tract 4302, Alameda County, California","ca","140","00","ACSSF","0002873",,,,,"06","001",,,,"430200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6878
"06001430300","14000US06001430300","Census Tract 4303","Census Tract 4303, Alameda County, California","ca","140","00","ACSSF","0002874",,,,,"06","001",,,,"430300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3826
"06001430400","14000US06001430400","Census Tract 4304","Census Tract 4304, Alameda County, California","ca","140","00","ACSSF","0002875",,,,,"06","001",,,,"430400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2107
"06001430500","14000US06001430500","Census Tract 4305","Census Tract 4305, Alameda County, California","ca","140","00","ACSSF","0002876",,,,,"06","001",,,,"430500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5987
"06001430600","14000US06001430600","Census Tract 4306","Census Tract 4306, Alameda County, California","ca","140","00","ACSSF","0002877",,,,,"06","001",,,,"430600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6486
"06001430700","14000US06001430700","Census Tract 4307","Census Tract 4307, Alameda County, California","ca","140","00","ACSSF","0002878",,,,,"06","001",,,,"430700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4170
"06001430800","14000US06001430800","Census Tract 4308","Census Tract 4308, Alameda County, California","ca","140","00","ACSSF","0002879",,,,,"06","001",,,,"430800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5282
"06001430900","14000US06001430900","Census Tract 4309","Census Tract 4309, Alameda County, California","ca","140","00","ACSSF","0002880",,,,,"06","001",,,,"430900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5309
"06001431000","14000US06001431000","Census Tract 4310","Census Tract 4310, Alameda County, California","ca","140","00","ACSSF","0002881",,,,,"06","001",,,,"431000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2777
"06001431100","14000US06001431100","Census Tract 4311","Census Tract 4311, Alameda County, California","ca","140","00","ACSSF","0002882",,,,,"06","001",,,,"431100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3561
"06001431200","14000US06001431200","Census Tract 4312","Census Tract 4312, Alameda County, California","ca","140","00","ACSSF","0002883",,,,,"06","001",,,,"431200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5574
"06001432100","14000US06001432100","Census Tract 4321","Census Tract 4321, Alameda County, California","ca","140","00","ACSSF","0002884",,,,,"06","001",,,,"432100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3574
"06001432200","14000US06001432200","Census Tract 4322","Census Tract 4322, Alameda County, California","ca","140","00","ACSSF","0002885",,,,,"06","001",,,,"432200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4078
"06001432300","14000US06001432300","Census Tract 4323","Census Tract 4323, Alameda County, California","ca","140","00","ACSSF","0002886",,,,,"06","001",,,,"432300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4744
"06001432400","14000US06001432400","Census Tract 4324","Census Tract 4324, Alameda County, California","ca","140","00","ACSSF","0002887",,,,,"06","001",,,,"432400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7003
"06001432501","14000US06001432501","Census Tract 4325.01","Census Tract 4325.01, Alameda County, California","ca","140","00","ACSSF","0002888",,,,,"06","001",,,,"432501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4854
"06001432502","14000US06001432502","Census Tract 4325.02","Census Tract 4325.02, Alameda County, California","ca","140","00","ACSSF","0002889",,,,,"06","001",,,,"432502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5178
"06001432600","14000US06001432600","Census Tract 4326","Census Tract 4326, Alameda County, California","ca","140","00","ACSSF","0002890",,,,,"06","001",,,,"432600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043
"06001432700","14000US06001432700","Census Tract 4327","Census Tract 4327, Alameda County, California","ca","140","00","ACSSF","0002891",,,,,"06","001",,,,"432700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2816
"06001432800","14000US06001432800","Census Tract 4328","Census Tract 4328, Alameda County, California","ca","140","00","ACSSF","0002892",,,,,"06","001",,,,"432800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3979
"06001433000","14000US06001433000","Census Tract 4330","Census Tract 4330, Alameda County, California","ca","140","00","ACSSF","0002893",,,,,"06","001",,,,"433000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3654
"06001433102","14000US06001433102","Census Tract 4331.02","Census Tract 4331.02, Alameda County, California","ca","140","00","ACSSF","0002894",,,,,"06","001",,,,"433102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485
"06001433103","14000US06001433103","Census Tract 4331.03","Census Tract 4331.03, Alameda County, California","ca","140","00","ACSSF","0002895",,,,,"06","001",,,,"433103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3523
"06001433104","14000US06001433104","Census Tract 4331.04","Census Tract 4331.04, Alameda County, California","ca","140","00","ACSSF","0002896",,,,,"06","001",,,,"433104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3724
"06001433200","14000US06001433200","Census Tract 4332","Census Tract 4332, Alameda County, California","ca","140","00","ACSSF","0002897",,,,,"06","001",,,,"433200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7991
"06001433300","14000US06001433300","Census Tract 4333","Census Tract 4333, Alameda County, California","ca","140","00","ACSSF","0002898",,,,,"06","001",,,,"433300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7761
"06001433400","14000US06001433400","Census Tract 4334","Census Tract 4334, Alameda County, California","ca","140","00","ACSSF","0002899",,,,,"06","001",,,,"433400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5934
"06001433500","14000US06001433500","Census Tract 4335","Census Tract 4335, Alameda County, California","ca","140","00","ACSSF","0002900",,,,,"06","001",,,,"433500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4830
"06001433600","14000US06001433600","Census Tract 4336","Census Tract 4336, Alameda County, California","ca","140","00","ACSSF","0002901",,,,,"06","001",,,,"433600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6094
"06001433700","14000US06001433700","Census Tract 4337","Census Tract 4337, Alameda County, California","ca","140","00","ACSSF","0002902",,,,,"06","001",,,,"433700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3503
"06001433800","14000US06001433800","Census Tract 4338","Census Tract 4338, Alameda County, California","ca","140","00","ACSSF","0002903",,,,,"06","001",,,,"433800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8179
"06001433900","14000US06001433900","Census Tract 4339","Census Tract 4339, Alameda County, California","ca","140","00","ACSSF","0002904",,,,,"06","001",,,,"433900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7685
"06001434000","14000US06001434000","Census Tract 4340","Census Tract 4340, Alameda County, California","ca","140","00","ACSSF","0002905",,,,,"06","001",,,,"434000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334
"06001435102","14000US06001435102","Census Tract 4351.02","Census Tract 4351.02, Alameda County, California","ca","140","00","ACSSF","0002906",,,,,"06","001",,,,"435102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6189
"06001435103","14000US06001435103","Census Tract 4351.03","Census Tract 4351.03, Alameda County, California","ca","140","00","ACSSF","0002907",,,,,"06","001",,,,"435103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7420
"06001435104","14000US06001435104","Census Tract 4351.04","Census Tract 4351.04, Alameda County, California","ca","140","00","ACSSF","0002908",,,,,"06","001",,,,"435104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6117
"06001435200","14000US06001435200","Census Tract 4352","Census Tract 4352, Alameda County, California","ca","140","00","ACSSF","0002909",,,,,"06","001",,,,"435200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4659
"06001435300","14000US06001435300","Census Tract 4353","Census Tract 4353, Alameda County, California","ca","140","00","ACSSF","0002910",,,,,"06","001",,,,"435300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4739
"06001435400","14000US06001435400","Census Tract 4354","Census Tract 4354, Alameda County, California","ca","140","00","ACSSF","0002911",,,,,"06","001",,,,"435400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4538
"06001435500","14000US06001435500","Census Tract 4355","Census Tract 4355, Alameda County, California","ca","140","00","ACSSF","0002912",,,,,"06","001",,,,"435500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3983
"06001435601","14000US06001435601","Census Tract 4356.01","Census Tract 4356.01, Alameda County, California","ca","140","00","ACSSF","0002913",,,,,"06","001",,,,"435601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5662
"06001435602","14000US06001435602","Census Tract 4356.02","Census Tract 4356.02, Alameda County, California","ca","140","00","ACSSF","0002914",,,,,"06","001",,,,"435602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453
"06001435700","14000US06001435700","Census Tract 4357","Census Tract 4357, Alameda County, California","ca","140","00","ACSSF","0002915",,,,,"06","001",,,,"435700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5231
"06001435800","14000US06001435800","Census Tract 4358","Census Tract 4358, Alameda County, California","ca","140","00","ACSSF","0002916",,,,,"06","001",,,,"435800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5543
"06001435900","14000US06001435900","Census Tract 4359","Census Tract 4359, Alameda County, California","ca","140","00","ACSSF","0002917",,,,,"06","001",,,,"435900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5371
"06001436000","14000US06001436000","Census Tract 4360","Census Tract 4360, Alameda County, California","ca","140","00","ACSSF","0002918",,,,,"06","001",,,,"436000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5063
"06001436100","14000US06001436100","Census Tract 4361","Census Tract 4361, Alameda County, California","ca","140","00","ACSSF","0002919",,,,,"06","001",,,,"436100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5977
"06001436200","14000US06001436200","Census Tract 4362","Census Tract 4362, Alameda County, California","ca","140","00","ACSSF","0002920",,,,,"06","001",,,,"436200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4266
"06001436300","14000US06001436300","Census Tract 4363","Census Tract 4363, Alameda County, California","ca","140","00","ACSSF","0002921",,,,,"06","001",,,,"436300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9444
"06001436401","14000US06001436401","Census Tract 4364.01","Census Tract 4364.01, Alameda County, California","ca","140","00","ACSSF","0002922",,,,,"06","001",,,,"436401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7173
"06001436402","14000US06001436402","Census Tract 4364.02","Census Tract 4364.02, Alameda County, California","ca","140","00","ACSSF","0002923",,,,,"06","001",,,,"436402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2704
"06001436500","14000US06001436500","Census Tract 4365","Census Tract 4365, Alameda County, California","ca","140","00","ACSSF","0002924",,,,,"06","001",,,,"436500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5375
"06001436601","14000US06001436601","Census Tract 4366.01","Census Tract 4366.01, Alameda County, California","ca","140","00","ACSSF","0002925",,,,,"06","001",,,,"436601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6938
"06001436602","14000US06001436602","Census Tract 4366.02","Census Tract 4366.02, Alameda County, California","ca","140","00","ACSSF","0002926",,,,,"06","001",,,,"436602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5113
"06001436700","14000US06001436700","Census Tract 4367","Census Tract 4367, Alameda County, California","ca","140","00","ACSSF","0002927",,,,,"06","001",,,,"436700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3265
"06001436800","14000US06001436800","Census Tract 4368","Census Tract 4368, Alameda County, California","ca","140","00","ACSSF","0002928",,,,,"06","001",,,,"436800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4382
"06001436900","14000US06001436900","Census Tract 4369","Census Tract 4369, Alameda County, California","ca","140","00","ACSSF","0002929",,,,,"06","001",,,,"436900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6745
"06001437000","14000US06001437000","Census Tract 4370","Census Tract 4370, Alameda County, California","ca","140","00","ACSSF","0002930",,,,,"06","001",,,,"437000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3493
"06001437101","14000US06001437101","Census Tract 4371.01","Census Tract 4371.01, Alameda County, California","ca","140","00","ACSSF","0002931",,,,,"06","001",,,,"437101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7867
"06001437102","14000US06001437102","Census Tract 4371.02","Census Tract 4371.02, Alameda County, California","ca","140","00","ACSSF","0002932",,,,,"06","001",,,,"437102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4521
